TOT_POPULATION,P_HH_VALUE_1MIL_PLUS,CIV_POP_16,P_WORK_FINANCE,AVG_COMMUTE_TIME,CIV_POP_18+,TOT_HOUSING_UNITS,P_WORK_PROFESSIONAL,P_3_BEDROOMS,P_BACHELORS_PLUS,P_SCHOOL_NURSERY,P_3PLUS_VEHICLES,TOT_CIV_POP,P_1_BEDROOM,P_LABOR_FORCE,target_TOT_POPULATION,TOT_HH,P_HH_INCOME_200K_PLUS,P_WORK_INFORMATION,P_WORK_TRANSPORTATION,P_HH_INCOME_50K_75K,P_DIFF_HOUSE_SAME_STATE,P_COMMUTE_PUBLIC,P_1_UNIT_DETACHED,P_GRAD_DEGREE,GEO_ID,Year,GEO_ID_1600000US0203000,GEO_ID_1600000US0427820,GEO_ID_1600000US0446000,GEO_ID_1600000US0455000,GEO_ID_1600000US0477000,GEO_ID_1600000US0602000,GEO_ID_1600000US0603526,GEO_ID_1600000US0613392,GEO_ID_1600000US0627000,GEO_ID_1600000US0629000,GEO_ID_1600000US0630000,GEO_ID_1600000US0640130,GEO_ID_1600000US0643000,GEO_ID_1600000US0644000,GEO_ID_1600000US0648354,GEO_ID_1600000US0653000,GEO_ID_1600000US0654652,GEO_ID_1600000US0662000,GEO_ID_1600000US0664000,GEO_ID_1600000US0664224,GEO_ID_1600000US0665000,GEO_ID_1600000US0666000,GEO_ID_1600000US0667000,GEO_ID_1600000US0668000,GEO_ID_1600000US0669000,GEO_ID_1600000US0670098,GEO_ID_1600000US0675000,GEO_ID_1600000US0681666,GEO_ID_1600000US0804000,GEO_ID_1600000US0816000,GEO_ID_1600000US0820000,GEO_ID_1600000US0843000,GEO_ID_1600000US1150000,GEO_ID_1600000US1235000,GEO_ID_1600000US1263000,GEO_ID_1600000US1270600,GEO_ID_1600000US1271000,GEO_ID_1600000US1304000,GEO_ID_1600000US1571550,GEO_ID_1600000US1714000,GEO_ID_1600000US1825000,GEO_ID_1600000US1836003,GEO_ID_1600000US2079000,GEO_ID_1600000US2146027,GEO_ID_1600000US2148006,GEO_ID_1600000US2255000,GEO_ID_1600000US2404000,GEO_ID_1600000US2507000,GEO_ID_1600000US2622000,GEO_ID_1600000US2634000,GEO_ID_1600000US2743000,GEO_ID_1600000US2758000,GEO_ID_1600000US2938000,GEO_ID_1600000US2965000,GEO_ID_1600000US3128000,GEO_ID_1600000US3137000,GEO_ID_1600000US3231900,GEO_ID_1600000US3240000,GEO_ID_1600000US3251800,GEO_ID_1600000US3254600,GEO_ID_1600000US3260600,GEO_ID_1600000US3271400,GEO_ID_1600000US3502000,GEO_ID_1600000US3611000,GEO_ID_1600000US3651000,GEO_ID_1600000US3663000,GEO_ID_1600000US3673000,GEO_ID_1600000US3684000,GEO_ID_1600000US3712000,GEO_ID_1600000US3719000,GEO_ID_1600000US3722920,GEO_ID_1600000US3728000,GEO_ID_1600000US3755000,GEO_ID_1600000US3915000,GEO_ID_1600000US3916000,GEO_ID_1600000US3918000,GEO_ID_1600000US4055000,GEO_ID_1600000US4075000,GEO_ID_1600000US4159000,GEO_ID_1600000US4260000,GEO_ID_1600000US4261000,GEO_ID_1600000US4748000,GEO_ID_1600000US4752006,GEO_ID_1600000US4804000,GEO_ID_1600000US4805000,GEO_ID_1600000US4817000,GEO_ID_1600000US4824000,GEO_ID_1600000US4827000,GEO_ID_1600000US4829000,GEO_ID_1600000US4830464,GEO_ID_1600000US4835000,GEO_ID_1600000US4837000,GEO_ID_1600000US4865000,GEO_ID_1600000US5157000,GEO_ID_1600000US5167000,GEO_ID_1600000US5182000,GEO_ID_1600000US5363000,GEO_ID_1600000US5370000,GEO_ID_1600000US5374060,GEO_ID_1600000US5548000,GEO_ID_1600000US5553000,TOT_POPULATION_3YR_ROLLING,lag_TOT_HH,lag_CIV_POP_18+,lag_TOT_CIV_POP,lag_CIV_POP_16,lag_TOT_HOUSING_UNITS,lag_TOT_POPULATION,lag_P_3_BEDROOMS,lag_P_HH_INCOME_200K_PLUS,lag_P_SCHOOL_NURSERY,lag_AVG_COMMUTE_TIME,lag_P_GRAD_DEGREE,lag_P_1_BEDROOM,lag_P_1_UNIT_DETACHED,lag_P_COMMUTE_PUBLIC,lag_P_WORK_FINANCE,lag_P_WORK_INFORMATION,lag_P_HH_INCOME_50K_75K,lag_P_BACHELORS_PLUS,lag_P_LABOR_FORCE,lag_P_3PLUS_VEHICLES,lag_P_WORK_TRANSPORTATION,lag_P_DIFF_HOUSE_SAME_STATE,lag_P_HH_VALUE_1MIL_PLUS,lag_P_WORK_PROFESSIONAL
-0.4512305417511165,0.11827323554727567,-0.3840930674740488,-0.6962007377805712,-1.2695229512471482,-0.5523919884572299,-0.510954251083359,-0.7774132348893602,0.43657070255573627,0.2068089105403883,-0.8072898908798024,0.7237257592990883,-0.4944200755488602,-0.9485862993616848,2.012994911557048,12.596660974407909,-0.470706665811158,1.0351579790611125,0.4351962900656629,1.567023286559194,0.5775721948481564,-0.4021190921884545,-0.9365470087265098,-0.04880041666988336,-0.1305075141832077,1600000US0203000,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4512305417511165,-0.470706665811158,-0.5523919884572299,-0.4944200755488602,-0.3840930674740488,-0.510954251083359,-0.4512305417511165,0.43657070255573627,1.0351579790611125,-0.8072898908798024,-1.2695229512471482,-0.1305075141832077,-0.9485862993616848,-0.04880041666988336,-0.9365470087265098,-0.6962007377805712,0.4351962900656629,0.5775721948481564,0.2068089105403883,2.012994911557048,0.7237257592990883,1.567023286559194,-0.4021190921884545,0.11827323554727567,-0.7774132348893602
-0.44036742043628,-0.07409546005079616,-0.35082547629292826,-0.9051023257658288,-1.2237286270356582,-0.5246455969458369,-0.5069573188933956,-0.35241556578164435,0.2257711696732973,-0.07393974489750406,-1.1833450471331923,0.7237257592990883,-0.4743600723863921,-0.7600703830424892,2.012994911557048,12.60689365314468,-0.4501964469033902,0.6109528402821545,-0.0010336538939207925,0.7597824079378308,0.31782544154353065,-0.5103221781357854,-0.4168774384420089,-0.043729440769595763,-0.036917206511353065,1600000US0203000,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4457989810936983,-0.470706665811158,-0.5523919884572299,-0.4944200755488602,-0.3840930674740488,-0.510954251083359,-0.4512305417511165,0.43657070255573627,1.0351579790611125,-0.8072898908798024,-1.2695229512471482,-0.1305075141832077,-0.9485862993616848,-0.04880041666988336,-0.9365470087265098,-0.6962007377805712,0.4351962900656629,0.5775721948481564,0.2068089105403883,2.012994911557048,0.7237257592990883,1.567023286559194,-0.4021190921884545,0.11827323554727567,-0.7774132348893602
-0.4264003610138768,0.14472460905118914,-0.3282214525995937,-0.8528769287695145,-1.0634484922954428,-0.4840873784820548,-0.5049293205971758,-0.5018306861105917,0.8019565595519641,0.18809233351119525,-0.13039060962370042,0.6063302695549175,-0.4497351356479172,-0.7943460041914341,1.8503114563924647,12.614699416975913,-0.4635447961074271,0.9135318740559912,-0.1237600683105706,0.8512869146564972,0.05807868823890638,-0.618525264083116,-0.4997372945717447,0.09879996233922043,0.2064175934354688,1600000US0203000,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4393327744004245,-0.4501964469033902,-0.5246455969458369,-0.4743600723863921,-0.35082547629292826,-0.5069573188933956,-0.44036742043628,0.2257711696732973,0.6109528402821545,-1.1833450471331923,-1.2237286270356582,-0.036917206511353065,-0.7600703830424892,-0.043729440769595763,-0.4168774384420089,-0.9051023257658288,-0.0010336538939207925,0.31782544154353065,-0.07393974489750406,2.012994911557048,0.7237257592990883,0.7597824079378308,-0.5103221781357854,-0.07409546005079616,-0.35241556578164435
-0.4157459106912731,0.01928546550025388,-0.3310088067907905,-0.5395245467916281,-1.1321399786126782,-0.4848322978963022,-0.5034843188057505,-0.279733472384222,0.8019565595519641,0.15065917945280974,-1.0329229846318362,1.134609973403686,-0.4475577485440229,-1.0342753522340464,1.943273430772226,12.614898765770516,-0.4901506334526047,1.0736287712406574,0.3333664322072505,1.6020884470621877,0.534281069297385,-0.618525264083116,-0.4997372945717447,0.14134571633169468,-0.14922557571757888,1600000US0203000,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4275045640471433,-0.4635447961074271,-0.4840873784820548,-0.4497351356479172,-0.3282214525995937,-0.5049293205971758,-0.4264003610138768,0.8019565595519641,0.9135318740559912,-0.13039060962370042,-1.0634484922954428,0.2064175934354688,-0.7943460041914341,0.09879996233922043,-0.4997372945717447,-0.8528769287695145,-0.1237600683105706,0.05807868823890638,0.18809233351119525,1.8503114563924647,0.6063302695549175,0.8512869146564972,-0.618525264083116,0.14472460905118914,-0.5018306861105917
-0.4154738102441082,-0.0234958745031354,-0.3447398407415253,-0.7484261347768855,-1.5213917344103445,-0.4851117488855169,-0.4971997336016456,-0.4639548486842801,0.4787306091322247,0.09450944836523124,-1.4089781408852262,0.5623069609008534,-0.4499092889549776,-1.051413162808519,1.7573494820126998,12.607178264860885,-0.4745774248200213,1.0545151214155168,0.8040234523872952,1.6367386255070149,0.8373189481527822,-0.4562206351621199,-1.0094523357727192,-0.03361991444953996,-0.05563526804572425,1600000US0203000,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4192066939830861,-0.4901506334526047,-0.4848322978963022,-0.4475577485440229,-0.3310088067907905,-0.5034843188057505,-0.4157459106912731,0.8019565595519641,1.0736287712406574,-1.0329229846318362,-1.1321399786126782,-0.14922557571757888,-1.0342753522340464,0.14134571633169468,-0.4997372945717447,-0.5395245467916281,0.3333664322072505,0.534281069297385,0.15065917945280974,1.943273430772226,1.134609973403686,1.6020884470621877,-0.618525264083116,0.01928546550025388,-0.279733472384222
-0.4260118812369985,0.08903259873437959,-0.3582263502853397,-1.1662293107474009,-1.2008314649299128,-0.4925477650466687,-0.4905289059096323,-0.13818396465271254,0.057131543367346674,0.38461639231771977,0.24566454662968945,0.6797024506450242,-0.4606746477690676,-1.051413162808519,1.687628001227878,12.605492853320449,-0.4714175277721424,1.2010879549083693,0.7170087534258788,1.1507497611057038,-0.3315414417180323,-0.6726268070567815,-0.7474227744668783,-0.03361991444953996,0.30000790110732345,1600000US0203000,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4190772007241266,-0.4745774248200213,-0.4851117488855169,-0.4499092889549776,-0.3447398407415253,-0.4971997336016456,-0.4154738102441082,0.4787306091322247,1.0545151214155168,-1.4089781408852262,-1.5213917344103445,-0.05563526804572425,-1.051413162808519,-0.03361991444953996,-1.0094523357727192,-0.7484261347768855,0.8040234523872952,0.8373189481527822,0.09450944836523124,1.7573494820126998,0.5623069609008534,1.6367386255070149,-0.4562206351621199,-0.0234958745031354,-0.4639548486842801
-0.4283123778852414,0.01928546550025388,-0.3466779903222095,-1.0617785167547722,-1.5671860586218345,-0.4884634631189573,-0.4834779396724891,-0.8183653333219082,0.3663041915949233,0.4688409889490873,-0.7320788596291248,1.2813543355838994,-0.4592709884285885,-1.4455828060213831,1.687628001227878,12.59254519814538,-0.4675187742020995,1.4427891643495154,0.3333664322072505,1.9314133990878664,0.10136981378967633,-0.3480175492147893,-0.7474227744668783,0.09879996233922043,0.2438537165042109,1600000US0203000,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4232660231221161,-0.4714175277721424,-0.4925477650466687,-0.4606746477690676,-0.3582263502853397,-0.4905289059096323,-0.4260118812369985,0.057131543367346674,1.2010879549083693,0.24566454662968945,-1.2008314649299128,0.30000790110732345,-1.051413162808519,-0.03361991444953996,-0.7474227744668783,-1.1662293107474009,0.7170087534258788,-0.3315414417180323,0.38461639231771977,1.687628001227878,0.6797024506450242,1.1507497611057038,-0.6726268070567815,0.08903259873437959,-0.13818396465271254
-0.4459852349994834,0.16887282109493645,-0.377886851505148,-1.5318070897216018,-1.3153172754586382,-0.4990708565281237,-0.4639306415952037,-0.5786662863609319,0.7316900485911509,0.3378249497447378,-0.6568678283784464,0.7824235041711735,-0.4760000963598704,-0.8114838147659064,1.5481850396582308,12.582925636482365,-0.441364443770875,1.218454031078418,-0.0010336538939207925,1.6020884470621877,0.9239011992543236,-0.8349314359777776,-0.5441768566355194,-0.06407875309196215,0.31872596264169434,1600000US0203000,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4334364980405745,-0.4675187742020995,-0.4884634631189573,-0.4592709884285885,-0.3466779903222095,-0.4834779396724891,-0.4283123778852414,0.3663041915949233,1.4427891643495154,-0.7320788596291248,-1.5671860586218345,0.2438537165042109,-1.4455828060213831,0.09879996233922043,-0.7474227744668783,-1.0617785167547722,0.3333664322072505,0.10136981378967633,0.4688409889490873,1.687628001227878,1.2813543355838994,1.9314133990878664,-0.3480175492147893,0.01928546550025388,-0.8183653333219082
-0.459115422394304,0.1910870227813045,-0.4243711119725085,-1.3229055017363445,-1.2008314649299128,-0.5175778527714892,-0.4536592226104808,-0.4264313497347534,0.12739805432815968,0.5624238740950512,0.8473527966351131,1.0905866647496218,-0.4902970603783751,-1.1542400262553532,1.1530966485442389,12.570715759118086,-0.4670710989270658,1.5984103141874129,0.6267097155585168,1.7713787101786014,0.8373189481527822,-0.6726268070567815,-0.9365470087265098,0.026148301473134808,0.5059065779854036,1600000US0203000,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4444710117596761,-0.441364443770875,-0.4990708565281237,-0.4760000963598704,-0.377886851505148,-0.4639306415952037,-0.4459852349994834,0.7316900485911509,1.218454031078418,-0.6568678283784464,-1.3153172754586382,0.31872596264169434,-0.8114838147659064,-0.06407875309196215,-0.5441768566355194,-1.5318070897216018,-0.0010336538939207925,0.9239011992543236,0.3378249497447378,1.5481850396582308,0.7824235041711735,1.6020884470621877,-0.8349314359777776,0.16887282109493645,-0.5786662863609319
-0.4757812522394532,0.08903259873437959,-0.4395822096903333,-0.9051023257658288,-1.361111599670129,-0.5271165588148127,-0.4423401670970892,-0.06922934453663218,0.5911570266695251,0.4501244119198942,0.8473527966351131,0.5623069609008534,-0.5080333143067911,-0.8286216253403786,1.1298561549492958,,-0.4681532430326424,1.4427891643495154,-0.2531234925788127,1.8684452537951082,-0.028503562862635036,-0.7808298930041122,-1.1755163422510002,-0.01853600144431449,0.3935982087791781,1600000US0203000,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4602939698777469,-0.4670710989270658,-0.5175778527714892,-0.4902970603783751,-0.4243711119725085,-0.4536592226104808,-0.459115422394304,0.12739805432815968,1.5984103141874129,0.8473527966351131,-1.2008314649299128,0.5059065779854036,-1.1542400262553532,0.026148301473134808,-0.9365470087265098,-1.3229055017363445,0.6267097155585168,0.8373189481527822,0.5624238740950512,1.1530966485442389,1.0905866647496218,1.7713787101786014,-0.6726268070567815,0.1910870227813045,-0.4264313497347534
