AVG_COMMUTE_TIME,P_3PLUS_VEHICLES,P_HH_VALUE_1MIL_PLUS,P_WORK_FINANCE,P_WORK_INFORMATION,TOT_HH,P_3_BEDROOMS,TOT_POPULATION,P_WORK_PROFESSIONAL,P_1_BEDROOM,CIV_POP_18+,P_WORK_TRANSPORTATION,P_HH_INCOME_50K_75K,target_TOT_POPULATION,TOT_HOUSING_UNITS,TOT_CIV_POP,P_COMMUTE_PUBLIC,P_HH_INCOME_200K_PLUS,CIV_POP_16,P_1_UNIT_DETACHED,P_DIFF_HOUSE_SAME_STATE,P_GRAD_DEGREE,P_LABOR_FORCE,P_SCHOOL_NURSERY,P_BACHELORS_PLUS,GEO_ID,Year,GEO_ID_1600000US0203000,GEO_ID_1600000US0427820,GEO_ID_1600000US0446000,GEO_ID_1600000US0455000,GEO_ID_1600000US0477000,GEO_ID_1600000US0602000,GEO_ID_1600000US0603526,GEO_ID_1600000US0613392,GEO_ID_1600000US0627000,GEO_ID_1600000US0629000,GEO_ID_1600000US0630000,GEO_ID_1600000US0640130,GEO_ID_1600000US0643000,GEO_ID_1600000US0644000,GEO_ID_1600000US0648354,GEO_ID_1600000US0653000,GEO_ID_1600000US0654652,GEO_ID_1600000US0662000,GEO_ID_1600000US0664000,GEO_ID_1600000US0664224,GEO_ID_1600000US0665000,GEO_ID_1600000US0666000,GEO_ID_1600000US0667000,GEO_ID_1600000US0668000,GEO_ID_1600000US0669000,GEO_ID_1600000US0670098,GEO_ID_1600000US0675000,GEO_ID_1600000US0681666,GEO_ID_1600000US0804000,GEO_ID_1600000US0816000,GEO_ID_1600000US0820000,GEO_ID_1600000US0843000,GEO_ID_1600000US1150000,GEO_ID_1600000US1235000,GEO_ID_1600000US1263000,GEO_ID_1600000US1270600,GEO_ID_1600000US1271000,GEO_ID_1600000US1304000,GEO_ID_1600000US1571550,GEO_ID_1600000US1714000,GEO_ID_1600000US1825000,GEO_ID_1600000US1836003,GEO_ID_1600000US2079000,GEO_ID_1600000US2146027,GEO_ID_1600000US2148006,GEO_ID_1600000US2255000,GEO_ID_1600000US2404000,GEO_ID_1600000US2507000,GEO_ID_1600000US2622000,GEO_ID_1600000US2634000,GEO_ID_1600000US2743000,GEO_ID_1600000US2758000,GEO_ID_1600000US2938000,GEO_ID_1600000US2965000,GEO_ID_1600000US3128000,GEO_ID_1600000US3137000,GEO_ID_1600000US3231900,GEO_ID_1600000US3240000,GEO_ID_1600000US3251800,GEO_ID_1600000US3254600,GEO_ID_1600000US3260600,GEO_ID_1600000US3271400,GEO_ID_1600000US3502000,GEO_ID_1600000US3611000,GEO_ID_1600000US3651000,GEO_ID_1600000US3663000,GEO_ID_1600000US3673000,GEO_ID_1600000US3684000,GEO_ID_1600000US3712000,GEO_ID_1600000US3719000,GEO_ID_1600000US3722920,GEO_ID_1600000US3728000,GEO_ID_1600000US3755000,GEO_ID_1600000US3915000,GEO_ID_1600000US3916000,GEO_ID_1600000US3918000,GEO_ID_1600000US4055000,GEO_ID_1600000US4075000,GEO_ID_1600000US4159000,GEO_ID_1600000US4260000,GEO_ID_1600000US4261000,GEO_ID_1600000US4748000,GEO_ID_1600000US4752006,GEO_ID_1600000US4804000,GEO_ID_1600000US4805000,GEO_ID_1600000US4817000,GEO_ID_1600000US4824000,GEO_ID_1600000US4827000,GEO_ID_1600000US4829000,GEO_ID_1600000US4830464,GEO_ID_1600000US4835000,GEO_ID_1600000US4837000,GEO_ID_1600000US4865000,GEO_ID_1600000US5157000,GEO_ID_1600000US5167000,GEO_ID_1600000US5182000,GEO_ID_1600000US5363000,GEO_ID_1600000US5370000,GEO_ID_1600000US5374060,GEO_ID_1600000US5548000,GEO_ID_1600000US5553000
-1.2695229512471482,0.7237257592990883,0.1182732355472756,-0.6962007377805712,0.4351962900656628,-0.470706665811158,0.4365707025557362,-0.4512305417511165,-0.7774132348893602,-0.9485862993616848,-0.55239198845723,1.567023286559194,0.5775721948481564,12.596660974407907,-0.510954251083359,-0.4944200755488602,-0.9365470087265098,1.0351579790611125,-0.3840930674740488,-0.0488004166698833,-0.4021190921884545,-0.1305075141832077,2.012994911557048,-0.8072898908798024,0.2068089105403883,1600000US0203000,2010,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2237286270356582,0.7237257592990883,-0.0740954600507961,-0.9051023257658288,-0.0010336538939207,-0.4501964469033902,0.2257711696732972,-0.44036742043628,-0.3524155657816443,-0.7600703830424892,-0.5246455969458369,0.7597824079378308,0.3178254415435306,12.60689365314468,-0.5069573188933956,-0.474360072386392,-0.416877438442009,0.6109528402821545,-0.3508254762929282,-0.0437294407695957,-0.5103221781357854,-0.036917206511353,2.012994911557048,-1.1833450471331923,-0.073939744897504,1600000US0203000,2011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.0634484922954428,0.6063302695549175,0.1447246090511891,-0.8528769287695145,-0.1237600683105706,-0.4635447961074271,0.8019565595519641,-0.4264003610138767,-0.5018306861105917,-0.7943460041914341,-0.4840873784820548,0.8512869146564972,0.0580786882389063,12.614699416975917,-0.5049293205971758,-0.4497351356479172,-0.4997372945717447,0.9135318740559912,-0.3282214525995937,0.0987999623392204,-0.618525264083116,0.2064175934354688,1.8503114563924647,-0.1303906096237004,0.1880923335111952,1600000US0203000,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1321399786126782,1.134609973403686,0.0192854655002538,-0.5395245467916281,0.3333664322072505,-0.4901506334526047,0.8019565595519641,-0.4157459106912731,-0.2797334723842219,-1.0342753522340464,-0.4848322978963021,1.6020884470621877,0.534281069297385,12.614898765770516,-0.5034843188057505,-0.4475577485440228,-0.4997372945717447,1.0736287712406574,-0.3310088067907905,0.1413457163316946,-0.618525264083116,-0.1492255757175788,1.943273430772226,-1.0329229846318362,0.1506591794528097,1600000US0203000,2013,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5213917344103445,0.5623069609008534,-0.0234958745031354,-0.7484261347768855,0.8040234523872952,-0.4745774248200212,0.4787306091322247,-0.4154738102441082,-0.4639548486842801,-1.051413162808519,-0.4851117488855169,1.6367386255070149,0.8373189481527822,12.607178264860885,-0.4971997336016455,-0.4499092889549776,-1.0094523357727192,1.0545151214155168,-0.3447398407415253,-0.0336199144495399,-0.4562206351621199,-0.0556352680457242,1.7573494820126998,-1.4089781408852262,0.0945094483652312,1600000US0203000,2014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2008314649299128,0.6797024506450242,0.0890325987343795,-1.1662293107474009,0.7170087534258788,-0.4714175277721423,0.0571315433673466,-0.4260118812369985,-0.1381839646527125,-1.051413162808519,-0.4925477650466687,1.1507497611057038,-0.3315414417180323,12.605492853320449,-0.4905289059096323,-0.4606746477690676,-0.7474227744668783,1.2010879549083693,-0.3582263502853396,-0.0336199144495399,-0.6726268070567815,0.3000079011073234,1.687628001227878,0.2456645466296894,0.3846163923177197,1600000US0203000,2015,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5671860586218345,1.2813543355838994,0.0192854655002538,-1.0617785167547722,0.3333664322072505,-0.4675187742020995,0.3663041915949233,-0.4283123778852414,-0.8183653333219082,-1.445582806021383,-0.4884634631189573,1.9314133990878664,0.1013698137896763,12.59254519814538,-0.4834779396724891,-0.4592709884285885,-0.7474227744668783,1.4427891643495154,-0.3466779903222095,0.0987999623392204,-0.3480175492147893,0.2438537165042108,1.687628001227878,-0.7320788596291248,0.4688409889490872,1600000US0203000,2016,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3153172754586382,0.7824235041711735,0.1688728210949364,-1.5318070897216018,-0.0010336538939207,-0.441364443770875,0.731690048591151,-0.4459852349994834,-0.5786662863609319,-0.8114838147659064,-0.4990708565281237,1.6020884470621877,0.9239011992543236,12.582925636482363,-0.4639306415952037,-0.4760000963598704,-0.5441768566355194,1.218454031078418,-0.377886851505148,-0.0640787530919621,-0.8349314359777776,0.3187259626416943,1.5481850396582308,-0.6568678283784464,0.3378249497447378,1600000US0203000,2017,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2008314649299128,1.0905866647496218,0.1910870227813045,-1.3229055017363445,0.6267097155585168,-0.4670710989270658,0.1273980543281596,-0.459115422394304,-0.4264313497347534,-1.154240026255353,-0.5175778527714892,1.7713787101786014,0.8373189481527822,12.570715759118084,-0.4536592226104808,-0.4902970603783751,-0.9365470087265098,1.5984103141874129,-0.4243711119725085,0.0261483014731348,-0.6726268070567815,0.5059065779854036,1.1530966485442389,0.8473527966351131,0.5624238740950512,1600000US0203000,2018,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.361111599670129,0.5623069609008534,0.0890325987343795,-0.9051023257658288,-0.2531234925788127,-0.4681532430326424,0.5911570266695251,-0.4757812522394532,-0.0692293445366321,-0.8286216253403786,-0.5271165588148127,1.868445253795108,-0.028503562862635,,-0.4423401670970892,-0.508033314306791,-1.1755163422510002,1.4427891643495154,-0.4395822096903333,-0.0185360014443144,-0.7808298930041122,0.3935982087791781,1.1298561549492958,0.8473527966351131,0.4501244119198942,1600000US0203000,2019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.150101099309047,0.1073994381421921,-0.520761738936794,1.6017167300572628,-0.1237600683105706,-0.8792111706326223,0.3241442850184359,-0.7985018581063903,-0.8183653333219082,-0.5201410349998764,-0.8772931884207177,0.5677197370975829,0.9671923248050937,12.347858625115853,-0.863218338576143,-0.7950515524831464,-0.2057454943351786,-1.279816450606475,-0.8404280164085094,0.5531821428652123,-1.321845322740766,-0.9915383447642704,0.1072744367718997,-2.161088453392006,-0.9255439997257764,1600000US0427820,2010,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6309415035296941,0.2981671089764692,-0.2158645701012072,1.44504053906832,-0.2531234925788127,-0.8397642674888883,0.5489971200930377,-0.7799693258989499,-0.4264313497347534,-0.1945226340849023,-0.81166528924696,0.8959886364854838,0.7940278226020108,12.355001142034444,-0.7657677215014396,-0.7700766048016011,-0.1748669323258791,-0.9587290865991508,-0.7205816268643278,0.5014272002869645,-1.1054391508461046,-0.9728202832298996,0.8044892446201257,-2.085877422141328,-0.8693942686381981,1600000US0427820,2011,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3561755582607525,0.0193528208340639,-0.3283930433387221,0.97501196610149,-1.659485682543088,-0.8203068057886502,0.5349438179008749,-0.7702201721539998,0.0981700725395623,-0.6572435195956553,-0.8070751280843463,0.0831090350688549,1.140356827008178,12.365713938600909,-0.7778292000828784,-0.7614381255326874,-0.0344618154345447,-1.0328664790358433,-0.762351741524435,0.5688820699772055,-1.2677437797671005,-0.8043577294205613,0.0607934495820173,-1.860244328389294,-0.9442605767549694,1600000US0427820,2012,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5164556930009687,-0.1127171051281281,-0.3283930433387221,1.392815142072006,-1.659485682543088,-0.8347492256464836,0.4927839113243865,-0.7555977775618361,-0.2797334723842219,-0.4687276032764596,-0.809158908593118,0.8959886364854838,-0.2882503161672608,12.37804500026575,-0.7997472847591094,-0.7464822478146264,0.194442991983761,-0.8880412191980831,-0.8915455028093381,0.5531821428652123,-1.3759468657144314,-0.860511914023674,-1.2174336981397305,-1.2585560783838703,-0.9629771537841622,1600000US0427820,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7225301519526742,0.2834926727584481,-0.0740954600507961,1.183913554086748,-0.8544285762618721,-0.8694360924953338,-0.1958278960915807,-0.7387665376251011,-0.4639548486842801,-0.5544166561488213,-0.8005369133490569,1.1911353104471614,-0.677870446124198,12.38886908954734,-0.8461074488268623,-0.7282885424096548,-0.5441768566355194,-0.6937964776304474,-0.9011045670103977,0.5844787073474639,-1.2136422367934354,-0.7294854832830776,-1.542800608468904,-1.1081340158825146,-0.8787525571527943,1600000US0427820,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
